"","trait","id","lor","se","pval"
"1959","Leg fat percentage (left)","ukb-b-18377",0.0143241478528361,0.0272035017495816,0.598502444556264
"1960","Time since last prostate specific antigen (PSA) test","ukb-b-6515",-0.076269894822014,0.144974241851644,0.598823778916798
"1961","Operative procedures - secondary OPCS: Y82.8 Other specified local anaesthetic","ukb-b-8724",-0.261761173189215,0.501121471394313,0.601426144543233
"1962","Operative procedures - secondary OPCS: Y90.3 Scanning NEC","ukb-b-2483",-0.185295728819512,0.354921045376541,0.601617476488625
"1963","Dark chocolate intake","ukb-b-16139",-0.104279573241195,0.199820992304583,0.601764359921802
"1964","Number of bread rolls with  butter/margarine","ukb-b-5064",0.052496260381891,0.101161187694944,0.603804832548592
"1965","Diagnoses - secondary ICD10: Z53.2 Procedure not carried out because of patient's decision for other and unspecified reasons","ukb-b-5045",0.232777020549761,0.448820633474486,0.604010741761546
"1966","PCT where patients GP was registered: KINGSTON PCT","ukb-b-3698",-0.299775015732302,0.578374757072401,0.604244897226303
"1967","Treatment/medication code: symbicort 100/6 turbohaler","ukb-b-9224",-0.196486398174772,0.379281422022432,0.604424014377437
"1968","Operation code: brain surgery","ukb-b-20556",0.19658033628243,0.379567046560549,0.604523330799907
"1969","Mother's age at death","ukb-b-12687",-0.0170744373446169,0.0329865030901933,0.604724194533085
"1970","Treatment/medication code: garlic product","ukb-b-4880",-0.129944865830798,0.251717588682462,0.605691851468561
"1971","3mm weak meridian (left)","ukb-b-11113",0.0254095644977633,0.0492416650325897,0.605842135508838
"1972","Non-cancer illness code, self-reported: osteoporosis","ukb-b-12141",0.104200803290458,0.202114132225952,0.606165758611264
"1973","Treatment/medication code: valsartan","ukb-b-4876",0.183022384170944,0.355170033278685,0.606336974124597
"1974","Magnesium","ukb-b-7372",-0.0373918148359021,0.072701120489141,0.607026602639458
"1975","Types of spreads/sauces consumed: White/cream sauce","ukb-b-14285",-0.299130723012162,0.582296503254938,0.607455736507891
"1976","Vitamin and/or mineral supplement use: Magnesium","ukb-b-5536",0.259518554890551,0.506233689391726,0.608199136833462
"1977","Heel bone mineral density (BMD), manual entry","ukb-b-11364",-0.0473789986822687,0.0925534657869616,0.608714346921517
"1978","Operative procedures - main OPCS: W58.1 Primary resurfacing arthroplasty of joint","ukb-b-6725",-0.294737278748283,0.578383654297146,0.610340242722857
"1979","Diagnoses - main ICD10: T81.0 Haemorrhage and haematoma complicating a procedure, not elsewhere classified","ukb-b-17587",0.192820073171147,0.379564219080362,0.61145066436519
"1980","Type of cancer: ICD10: C44.6 Skin of upper limb, including shoulder","ukb-b-19078",0.227662409613017,0.448816298081021,0.611978881122078
"1981","Dried fruit intake","ukb-b-15321",-0.0671394334809591,0.132702157801778,0.612898221900048
"1982","Total errors traversing alphanumeric path (trail #2)","ukb-b-352",0.0613795326534797,0.122004178648289,0.614898401608391
"1983","PCT where patients GP was registered: WINDSOR, ASCOT AND MAIDENHEAD PCT","ukb-b-8703",0.225478371218442,0.448814450963806,0.615395594988741
"1984","Symbol digit completion status","ukb-b-3841",-0.0963772274598737,0.191949944672671,0.615600257457267
"1985","Operative procedures - main OPCS: P23.2 Anterior colporrhaphy NEC","ukb-b-18786",-0.190373360873792,0.379286616800601,0.615720416617292
"1986","Spherical power (left)","ukb-b-7500",0.024035503662667,0.048304619233486,0.618778771928773
"1987","Target heart rate achieved","ukb-b-16609",-0.0992007902860685,0.19939563785107,0.618831339147206
"1988","PCT where patients GP was registered: ROCHDALE PCT","ukb-b-14654",-0.286769494868906,0.57839747674441,0.620035493284472
"1989","Diagnoses - main ICD10: M20.1 Hallux valgus (acquired)","ukb-b-6026",-0.133144369956926,0.268902446766201,0.620501267403875
"1990","PCT where patients GP was registered: SUNDERLAND TEACHING PCT","ukb-b-20168",-0.15719250524801,0.317698027577832,0.620751256702879
"1991","Typical diet yesterday","ukb-b-7759",-0.0907304273336215,0.183458429905307,0.620913721254986
"1992","Diagnoses - main ICD10: K58.9 Irritable bowel syndrome without diarrhoea","ukb-b-17961",0.247564962975255,0.501632653832046,0.62164631626509
"1993","Diagnoses - secondary ICD10: W01.9 Unspecified place","ukb-b-12058",-0.285314000135186,0.578399969420954,0.621813703629528
"1994","Other vegetables intake","ukb-b-3055",-0.0694275605108081,0.141109756479356,0.622711526672818
"1995","Fizzy drink intake","ukb-b-2832",-0.0570261084291192,0.11604756073883,0.623141510227866
"1996","Rose wine intake","ukb-b-16124",0.0659144886363481,0.1343297761005,0.623644610245218
"1997","Types of spreads/sauces consumed: Oil for drizzling","ukb-b-12549",-0.248076933090206,0.505722427259777,0.623752036805687
"1998","Other non-alcoholic drinks","ukb-b-15531",-0.108846642601431,0.222661449139343,0.62495236983912
"1999","Vitamin and/or mineral supplement use: Vitamin B12","ukb-b-5474",0.221747740017174,0.453978803886281,0.625228336064237
"2000","Operative procedures - secondary OPCS: Z49.1 Skin of breast","ukb-b-868",-0.28239667573717,0.578404936176401,0.625384447019375
"2001","Type of fat/oil used in cooking: Polyunsaturated margarine","ukb-b-9025",0.123854427766479,0.254550188017661,0.626568816193355
"2002","Values wanted","ukb-b-953",-0.0387680732580021,0.0798308922199064,0.627231324879171
"2003","Guilty feelings","ukb-b-10169",0.0288858816629905,0.0596042458783664,0.627940305375701
"2004","Operative procedures - secondary OPCS: Y81.9 Unspecified spinal anaesthetic","ukb-b-9581",0.146886907876252,0.303194198225719,0.628056060217845
"2005","PCT where patients GP was registered: NORTH STOKE PCT","ukb-b-14757",-0.242546391454028,0.501147511442296,0.628398620227642
"2006","Spherical power (right)","ukb-b-19994",0.0232802055245554,0.0482061646284708,0.629145403819784
"2007","Current eye infection","ukb-b-266",0.197959669646591,0.412013719472883,0.630894200116339
"2008","Pea intake","ukb-b-15945",0.0372339069721033,0.0776087213755284,0.63139488062249
"2009","Wholemeal pasta intake","ukb-b-4150",-0.140741095531649,0.293545010072609,0.631616251729676
"2010","Treatment/medication code: vitamin d product","ukb-b-4991",-0.276810484927776,0.578414796849826,0.632246390847402
"2011","Non-cancer illness code, self-reported: fracture wrist / colles fracture","ukb-b-7831",0.239887759720303,0.501625569296799,0.63249308994761
"2012","Operative procedures - secondary OPCS: L87.4 Avulsion of varicose vein of leg","ukb-b-4363",-0.116231078362842,0.244296329665084,0.634231788763152
"2013","Latte intake","ukb-b-3000",-0.0752301489003891,0.158316735923246,0.634653268547305
"2014","Operation code: male circumcision","ukb-b-5227",-0.143720379423216,0.303030512165523,0.635302444287894
"2015","Non-cancer illness code, self-reported: heart valve problem/heart murmur","ukb-b-18578",-0.168140415760963,0.354935055652867,0.635698421481908
"2016","Diagnoses - main ICD10: N83.2 Other and unspecified ovarian cysts","ukb-b-5253",-0.212246596279671,0.448434381510665,0.63599502064883
"2017","Gas or solid-fuel cooking/heating: A gas hob or gas cooker","ukb-b-13824",-0.0276531638562274,0.0584340959760037,0.636044254830646
"2018","Operative procedures - main OPCS: M14.1 Extracorporeal shock wave lithotripsy of calculus of kidney","ukb-b-7205",-0.273593577534637,0.578419690105816,0.636211866667217
"2019","Headaches for 3+ months","ukb-b-13092",0.0540540410661537,0.114430106895474,0.636658401393368
"2020","pc12","pc12",-0.00381279545146762,0.00808757925881913,0.637327697122049
"2021","Treatment/medication code: xalatan 0.005% eye drops","ukb-b-17616",-0.272392840297406,0.578422128758085,0.637695036072961
"2022","pc8","pc8",0.00269491658607779,0.00574987734293003,0.639290418453217
"2023","Non-cancer illness code, self-reported: diverticular disease/diverticulitis","ukb-b-14796",0.114415121122295,0.244399491100149,0.639678790080635
"2024","Illnesses of father: Heart disease","ukb-b-18408",0.0291302931403336,0.0624881704767039,0.641091728454338
"2025","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Oral contraceptive pill or minipill","ukb-b-9547",-0.121713217433488,0.261443935029224,0.641543134200524
"2026","Operative procedures - main OPCS: W20.5 Primary open reduction of fracture of ankle and extramedullary fixation NEC","ukb-b-13151",-0.26916296025155,0.578426986546644,0.641690783869514
"2027","Milk intake","ukb-b-2966",-0.0814682108974549,0.17521895279076,0.641966614119687
"2028","Folate","ukb-b-11349",-0.0337893164579528,0.072701468662053,0.642097603337375
"2029","Year ended full time education","ukb-b-2709",0.0294170590150012,0.0638235210454534,0.644861379081831
"2030","Heel quantitative ultrasound index (QUI), manual entry","ukb-b-17848",-0.0426419569417699,0.0925555861865157,0.64500146337448
"2031","Length of menstrual cycle","ukb-b-3278",0.0452099313697292,0.0983466480429578,0.645731735489079
"2032","Non-cancer illness code, self-reported: other joint disorder","ukb-b-5316",0.145350488546797,0.317878564219577,0.647490199142917
"2033","Diagnoses - main ICD10: M20.2 Hallux rigidus","ukb-b-4280",0.229157804350607,0.501615100274607,0.647786107216982
"2034","Operative procedures - secondary OPCS: Q55.3 Papanicolau smear NEC","ukb-b-11618",0.186843626607767,0.409825866228866,0.648454845761141
"2035","Operation code: removal of rodent ulcer / basal cell carcinoma (bcc)","ukb-b-5981",0.227972420319687,0.501614237050046,0.649485131244126
"2036","Blood sample #, note contents: Poor venous access/flow","ukb-b-11262",-0.110851015806793,0.244298974517139,0.650007725548452
"2037","Types of spread used on bread/crackers: Normal fat olive spread on bread/crackers","ukb-b-12366",0.164164804730305,0.361808224242283,0.650020069579949
"2038","Diagnoses - main ICD10: K31.7 Polyp of stomach and duodenum","ukb-b-7330",0.227335504991751,0.501613373658262,0.650398525759164
"2039","Medication for pain relief, constipation, heartburn: Ibuprofen (e.g. Nurofen)","ukb-b-8888",0.0338464338841192,0.0747449132391358,0.650674099733126
"2040","Diagnoses - main ICD10: J33.9 Nasal polyp, unspecified","ukb-b-7211",0.200342310348398,0.448793363073943,0.655306799095394
"2041","Non-cancer illness code, self-reported: chronic fatigue syndrome","ukb-b-8961",-0.199249267289943,0.448448776276383,0.65682009799841
"2042","Sex of baby: Female","ukb-b-338",0.137342865462236,0.310138588789878,0.657878919750412
"2043","Carrot intake","ukb-b-16710",0.0252596953050405,0.0573795071559065,0.659776656627171
"2044","Fractured heel (left)","ukb-b-8221",-0.241072734853174,0.548041181916791,0.660023520096001
"2045","Operation code: umbilical hernia repair","ukb-b-12839",0.118192109841,0.269027623624287,0.660421890319605
"2046","Savoury snack consumers","ukb-b-4277",0.0658956697517855,0.150158608631117,0.66077715628808
"2047","Cheese spread intake","ukb-b-6185",-0.155303498944651,0.354669643035856,0.661471729878446
"2048","Illnesses of mother: Parkinson's disease","ukb-b-6548",-0.103956991408572,0.237721421227073,0.661889482482177
"2049","pc18","pc18",0.00446620442825188,0.0102151562297297,0.661956504498264
"2050","Diagnoses - main ICD10: I84.6 Residual haemorrhoidal skin tags","ukb-b-16882",0.19538960964544,0.448789242766401,0.663293499105846
"2051","pc11","pc11",0.00315950683863621,0.00726147990860943,0.663486152043447
"2052","Age angina diagnosed","ukb-b-3825",0.04802648326816,0.110496865864118,0.663822931527811
"2053","PCT where patients GP was registered: NORTH STAFFORDSHIRE PCT","ukb-b-10382",0.137909864154379,0.317874154230328,0.664396999404494
"2054","Plum intake","ukb-b-14182",-0.0535209093641152,0.123539431989118,0.664848149420969
"2055","Number of triplets attempted (left)","ukb-b-6891",-0.0082350098260642,0.019165591832539,0.667430775002734
"2056","Types of spreads/sauces consumed: Cream","ukb-b-5850",-0.194837787267062,0.453620203528865,0.667546706929976
"2057","Operative procedures - main OPCS: X70.2 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 2","ukb-b-14885",0.19257040548852,0.448786902139625,0.667857026215417
"2058","Operative procedures - secondary OPCS: Y58.8 Other specified harvest of skin for graft","ukb-b-13683",0.214671138069032,0.50160142683232,0.668671836565011
"2059","Operative procedures - main OPCS: H23.1 Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope","ukb-b-15352",0.191866837318998,0.448786318541316,0.66899784572254
"2060","Place of birth in UK - north co-ordinate","ukb-b-1431",-0.0125171608529124,0.0293026676173673,0.669256993655759
"2061","Operative procedures - secondary OPCS: Z50.3 Skin of finger","ukb-b-20218",0.129254442761837,0.303184611676235,0.669872814086004
"2062","Operative procedures - secondary OPCS: Q08.9 Unspecified vaginal excision of uterus","ukb-b-12265",-0.174560567091751,0.409545082241056,0.669939962741065
"2063","Diagnoses - secondary ICD10: K29.5 Chronic gastritis, unspecified","ukb-b-12191",0.213772620436715,0.501600582626142,0.669975986542169
"2064","Time spent doing light physical activity","ukb-b-8865",0.000311595548730667,0.000733111740687459,0.670813745795238
"2065","Sprouts intake","ukb-b-16077",-0.0789202709449232,0.185761918688737,0.670948695300195
"2066","Illness, injury, bereavement, stress in last 2 years: Marital separation/divorce","ukb-b-14624",0.0630250097138915,0.148614249991386,0.671504140957232
"2067","Type of baguette eaten: mixed","ukb-b-14381",0.192103190408262,0.453955364965781,0.672166574801273
"2068","Diagnoses - secondary ICD10: Z90.1 Acquired absence of breast(s)","ukb-b-16641",-0.211843173004471,0.501186686355215,0.67252644273102
"2069","Treatment/medication code: calcium+vitamin d 500units tablet","ukb-b-6549",-0.188697579589122,0.448459931611574,0.673924515279738
"2070","Types of spreads/sauces consumed: Yeast extract","ukb-b-16635",0.136423074432862,0.325387315892606,0.675023457585162
"2071","Diagnoses - main ICD10: L98.9 Disorder of skin and subcutaneous tissue, unspecified","ukb-b-20190",0.126545647594536,0.303183143161775,0.676393082549846
"2072","PCT where patients GP was registered: KIRKLEES PCT","ukb-b-14162",0.148126214085769,0.355147314320534,0.67661706716772
"2073","Corneal resistance factor (right)","ukb-b-15178",-0.0203314387765804,0.0488589640315996,0.677318501641398
"2074","Operation code: laparotomy nos","ukb-b-2719",0.138991438804692,0.334950108725058,0.678170001534564
"2075","Treatment/medication code: qvar 50 inhaler","ukb-b-5633",0.169789758780881,0.409813258245684,0.678647041631241
"2076","pc26","pc26",-0.00433452037006427,0.0104743252507767,0.679003481740584
"2077","Illnesses of father: Parkinson's disease","ukb-b-956",-0.0821836589958596,0.19863300002099,0.679059951368461
"2078","Operative procedures - secondary OPCS: Y21.8 Other specified cytology of organ NOC","ukb-b-3114",0.185556770814994,0.448781093616557,0.679263518619005
"2079","Diagnoses - main ICD10: S09.9 Unspecified injury of head","ukb-b-16917",0.185556770812828,0.448781093616551,0.679263518622536
"2080","Doctor diagnosed hayfever or allergic rhinitis","ukb-b-7178",0.0616238826299866,0.149391290527605,0.679973101921315
"2081","Operation code: prostate operation","ukb-b-4001",0.206339429431684,0.501593872222178,0.680803063345285
"2082","Cancer code, self-reported: bladder cancer","ukb-b-8193",0.206339429430187,0.50159387222224,0.68080306334751
"2083","PCT responsible for patient data: NORTH STAFFORDSHIRE PCT","ukb-b-16585",0.130584417647184,0.317869977688956,0.681211278351248
"2084","Operative procedures - main OPCS: S47.2 Drainage of lesion of skin NEC","ukb-b-13276",-0.167605036440649,0.409551487136426,0.682363209509071
"2085","Beetroot intake","ukb-b-11880",0.0461534110521502,0.113210604767446,0.683510492443848
"2086","PCT responsible for patient data: KIRKLEES PCT","ukb-b-9",0.144759615274195,0.355145155858911,0.683562299322425
"2087","Treatment/medication code: enalapril","ukb-b-15746",0.117720152403302,0.290375041573341,0.685178169173279
"2088","Cancer code, self-reported: skin cancer","ukb-b-12339",0.181794193754609,0.448778212729905,0.685413604654
"2089","Non-cancer illness code, self-reported: back problem","ukb-b-9306",0.0788019141672629,0.194616292944993,0.685544305869796
"2090","Diagnoses - secondary ICD10: Z80.3 Family history of malignant neoplasm of breast","ukb-b-7643",0.203052627970057,0.50159054381164,0.685611667188415
"2091","Diagnoses - main ICD10: C61 Malignant neoplasm of prostate","ukb-b-2160",-0.135372349538107,0.334779045156505,0.685945605447293
"2092","PCT where patients GP was registered: EALING PCT","ukb-b-11906",-0.143200898556761,0.354954115324426,0.686628274208691
"2093","Number of other bread types with  butter/margarine","ukb-b-15564",-0.0850069251428566,0.210745307430962,0.686680972440777
"2094","Diagnoses - main ICD10: N93.8 Other specified abnormal uterine and vaginal bleeding","ukb-b-14086",0.180676161487261,0.448777063380977,0.687244943066832
"2095","Transport type for commuting to job workplace: None of the above","ukb-b-394",-0.285044800076199,0.708280500821638,0.687355670787504
"2096","Chocolate bar intake","ukb-b-117",0.0343784471278478,0.0854934174744832,0.687597142530236
"2097","pc17","pc17",0.00383100410784945,0.00954065886854203,0.688018895345952
"2098","Vitamin C","ukb-b-19390",-0.0291510583017211,0.0726225625481647,0.688121983133285
"2099","Green bean intake","ukb-b-2299",0.0331392785420306,0.0827761415768438,0.6889000779124
"2100","Leek intake","ukb-b-2530",-0.0645937607409496,0.16164240047926,0.689444514111911
"2101","PCT where patients GP was registered: CENTRAL AND EASTERN CHESHIRE PCT","ukb-b-12122",0.141404201811101,0.355143006934867,0.690511289769061
"2102","Diagnoses - secondary ICD10: N39.3 Stress incontinence","ukb-b-5266",0.177897836704844,0.448774773287053,0.691804186326461
"2103","Systolic blood pressure, manual reading","ukb-b-6503",-0.0504696105657889,0.127445034454197,0.692097057946236
"2104","Treatment/medication code: selenium product","ukb-b-20415",0.177623820379901,0.448774774084709,0.692254607458867
"2105","Diagnoses - secondary ICD10: Z85.3 Personal history of malignant neoplasm of breast","ukb-b-20142",0.0965300478625713,0.244391652696254,0.692856944892725
"2106","Operative procedures - main OPCS: E36.9 Unspecified diagnostic endoscopic examination of larynx","ukb-b-3035",-0.228383564161864,0.578490419301591,0.692996176751614
"2107","Non-cancer illness code, self-reported: nasal polyps","ukb-b-8425",-0.176083395048623,0.448472954418334,0.694593669755875
"2108","Illnesses of mother: Stroke","ukb-b-4024",0.0316070310215417,0.0807802753877017,0.69559645754258
"2109","Vitamin and mineral supplements: Vitamin D","ukb-b-12648",0.0519636663557868,0.133222169601589,0.696497581345168
"2110","Thickness of butter/margarine spread on sliced bread: thin","ukb-b-15984",-0.0752113645446186,0.194085490028292,0.69837373957139
"2111","Operative procedures - secondary OPCS: Z49.2 Skin of axilla","ukb-b-5608",-0.223748709890873,0.578497238017025,0.698922222718582
"2112","Non-cancer illness code, self-reported: uterine polyps","ukb-b-15136",0.173470664337382,0.448771356199745,0.699092520423458
"2113","Non-cancer illness code, self-reported: bronchitis","ukb-b-3467",-0.129394340688256,0.334783419268366,0.69912518803709
"2114","Fracture resulting from simple fall","ukb-b-15251",-0.0616153882055573,0.159484661882637,0.699244490293856
"2115","Operative procedures - main OPCS: F12.1 Apicectomy of tooth","ukb-b-8106",0.193325451317334,0.501581485505249,0.699917531216369
"2116","Calcium","ukb-b-8951",-0.0279934546185733,0.0727203895209801,0.700277102491573
"2117","Sweets intake","ukb-b-10217",0.0360157098767943,0.0937263318519928,0.700782354913938
"2118","Diagnoses - main ICD10: R31 Unspecified haematuria","ukb-b-17885",0.0639034136091497,0.166849102857847,0.701718843238931
"2119","PCT responsible for patient data: CENTRAL AND EASTERN CHESHIRE PCT","ukb-b-8838",0.135975319628476,0.355139534842989,0.701809796533691
"2120","Treatment/medication code: vagifem 25mcg pessary","ukb-b-8624",-0.220143869721284,0.578502888802282,0.703544122073183
"2121","Operative procedures - secondary OPCS: R14.1 Forewater rupture of amniotic membrane","ukb-b-8107",0.170296773137501,0.448768522697137,0.704334606407911
"2122","PCT responsible for patient data: SUNDERLAND TEACHING PCT","ukb-b-3778",-0.14385776858234,0.379325957267734,0.704505358607149
"2123","PCT where patients GP was registered: CHESTERFIELD PCT","ukb-b-1331",0.189811516207667,0.501578224473931,0.705112268467145
"2124","Type of cancer: ICD10: C64 Malignant neoplasm of kidney, except renal pelvis","ukb-b-1316",0.188934949358538,0.501577411889933,0.706410286850077
"2125","Operative procedures - secondary OPCS: W90.3 Injection of therapeutic substance into joint","ukb-b-20239",0.14274599297671,0.379529568964049,0.706832913206829
"2126","PCT where patients GP was registered: HARTLEPOOL PCT","ukb-b-15338",0.188059146603738,0.501576600375632,0.707708031514877
"2127","3mm cylindrical power (right)","ukb-b-9099",-0.0184762057638907,0.0493231224639277,0.707961530715397
"2128","pc5","pc5",-0.00146279205453104,0.00390618094992866,0.7080462029584
"2129","Chocolate-covered biscuits intake","ukb-b-5068",-0.030573339120351,0.0821913284787321,0.709909472743288
"2130","Diagnoses - main ICD10: H00.1 Chalazion","ukb-b-4637",-0.186226326830814,0.501217365645239,0.710229386166564
"2131","Operative procedures - main OPCS: B28.5 Wire guided partial excision of breast","ukb-b-20359",0.186309828035669,0.501574980517187,0.710302685096643
"2132","Croissant intake","ukb-b-4007",-0.0958046839668897,0.257991612474687,0.710378308556145
"2133","Operation code: uterine surgery","ukb-b-17533",-0.166271666598859,0.448482863011008,0.710829317634228
"2134","Operation code: laparoscopy","ukb-b-8053",-0.0779180392014138,0.210498127681172,0.711263093496774
"2135","Duration of vigorous activity","ukb-b-13932",-0.0144889978919895,0.0391607942222622,0.711391927046899
"2136","Diagnoses - main ICD10: S52.50 Fracture of lower end of radius (closed)","ukb-b-2804",0.123777575411852,0.334940796488444,0.711717357748834
"2137","Treatment/medication code: thyroxine product","ukb-b-9971",-0.0954913746113803,0.259897492278695,0.713306220304381
"2138","PCT where patients GP was registered: OXFORDSHIRE PCT","ukb-b-18202",0.0827278614892356,0.225555359846851,0.713787537157472
"2139","Blue cheese intake","ukb-b-7429",0.0925707741008914,0.253671132595269,0.715167874533696
"2140","Treatment/medication code: lactulose product","ukb-b-6415",-0.210773300184563,0.578516334074505,0.715608445726363
"2141","Porridge intake","ukb-b-29",0.0361958800433317,0.0998067292781359,0.716859096177883
"2142","Oat crunch intake","ukb-b-5186",0.0780813041914612,0.218361215372701,0.720658673237792
"2143","Operative procedures - main OPCS: W20.1 Primary open reduction of fracture of long bone and extramedullary fixation using plate NEC","ukb-b-8379",0.11975993351131,0.334938387158771,0.720674038841298
"2144","Type of yogurt eaten: Low fat yogurt consumers","ukb-b-12936",-0.0622772924888129,0.175046839378357,0.722009059091236
"2145","Illnesses of father: Prostate cancer","ukb-b-7773",-0.0403827879714289,0.113544644151482,0.722098503454804
"2146","Diagnoses - main ICD10: N92.0 Excessive and frequent menstruation with regular cycle","ukb-b-11572",-0.0819523042246971,0.231262948355599,0.723062737872046
"2147","Crispbread intake","ukb-b-8759",-0.0209920545851598,0.0593173680614627,0.723418400412378
"2148","6mm index of best keratometry results (left)","ukb-b-16112",-0.0277734069812526,0.078824972443866,0.724581236739308
"2149","Illnesses of siblings: Prostate cancer","ukb-b-16522",0.0816165975860393,0.231830922225157,0.724799078393204
"2150","6mm strong meridian angle (left)","ukb-b-2846",-0.0186221249589601,0.0533540103812217,0.727067143166327
"2151","Diagnoses - main ICD10: C50.4 Upper-outer quadrant of breast","ukb-b-12115",0.156622095339949,0.448757328210686,0.727079626969491
"2152","Intra-ocular pressure, corneal-compensated (left)","ukb-b-19071",-0.016967405762074,0.0489674511949882,0.728964161948674
"2153","Duration of heavy DIY","ukb-b-2634",0.00994861638628699,0.0287285107665497,0.729119018305398
"2154","Scone intake","ukb-b-5627",0.0555503346087406,0.161100376679688,0.73023108372864
"2155","Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis","ukb-b-20289",0.0995677848818809,0.290365665641733,0.731670069244942
"2156","Fractured heel (right)","ukb-b-3499",0.115185084401897,0.336004198707394,0.73174255546746
"2157","Vitamin B12","ukb-b-19524",-0.0248353894065673,0.0726873347230859,0.732596064733221
"2158","Diagnoses - main ICD10: D17.2 Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs","ukb-b-212",-0.171027602757757,0.50123481368947,0.732943585349628
"2159","Operation code: other urological surgery","ukb-b-9346",-0.197346998781344,0.578535117806725,0.733017019689401
"2160","White pasta intake","ukb-b-2512",-0.04139411791642,0.121448176024953,0.733225761700473
"2161","Operative procedures - secondary OPCS: Y80.4 Intravenous anaesthetic NEC","ukb-b-9816",-0.151598579232271,0.448497078089643,0.73535215390635
"2162","Average monthly spirits intake","ukb-b-10830",0.0351314732396231,0.103991494357082,0.735491107418702
"2163","Treatment/medication code: food supplement/plant/herbal extract","ukb-b-13480",0.138157893537235,0.409789724219756,0.736008815696373
"2164","Treatment/medication code: salamol 100micrograms inhaler","ukb-b-11492",0.149579790578396,0.448751810235091,0.738889653911581
"2165","How are people in household related to participant: Mother and/or father","ukb-b-16565",-0.067305584020207,0.202092658252765,0.739101679761897
"2166","Type of meals eaten: Restaurant meals","ukb-b-6992",0.0662902535377801,0.199230350689131,0.739336817540046
"2167","Operative procedures - main OPCS: H20.6 Fibreoptic endoscopic resection of lesion of colon NEC","ukb-b-1044",-0.166115149343245,0.501240343372802,0.740336187842736
"2168","Non-cancer illness code, self-reported: malabsorption/coeliac disease","ukb-b-8631",-0.147864390813774,0.448500971631731,0.741637402598021
"2169","Non-cancer illness code, self-reported: hayfever/allergic rhinitis","ukb-b-16499",-0.0385481200326396,0.117361097346969,0.742565854590083
"2170","Operation code: dental/tooth surgery","ukb-b-9897",-0.189364583330019,0.578546031850767,0.743432538688271
"2171","Operative procedures - main OPCS: W15.3 Osteotomy of first metatarsal bone NEC","ukb-b-8539",0.163841568474937,0.501554291941254,0.743919260660879
"2172","Time employed in main current job","ukb-b-19756",-0.0129904784115103,0.0397944022395596,0.744091596856242
"2173","Treatment/medication code: co-enzyme q10/ubiquinone/bio-quinone/coenzyme q10","ukb-b-4693",-0.160833949398497,0.501246536067561,0.748310461509348
"2174","Type of cancer: ICD10: C61 Malignant neoplasm of prostate","ukb-b-1392",-0.0683229779086399,0.215155206896242,0.750824748125517
"2175","PCT responsible for patient data: WAKEFIELD DISTRICT PCT","ukb-b-8088",-0.119403182849918,0.379345386645195,0.75294302584128
"2176","Green tea intake","ukb-b-4078",-0.0506965500527966,0.161186784698062,0.753125739999397
"2177","Operative procedures - secondary OPCS: Z49.4 Skin of back","ukb-b-744",0.0791317116591027,0.251815104860402,0.753334744108836
"2178","Operative procedures - main OPCS: N17.1 Bilateral vasectomy","ukb-b-15591",-0.0876302399943038,0.278978770566522,0.753436900255978
"2179","Fat removed from meat","ukb-b-15508",-0.14698801094318,0.468697506607143,0.753817610544
"2180","Type of sliced bread eaten: seeded","ukb-b-18611",-0.079092467039837,0.254469501819769,0.755942673428237
"2181","Diagnoses - main ICD10: M23.2 Derangement of meniscus due to old tear or injury","ukb-b-8213",0.139118423717157,0.448743082236961,0.756547283754162
"2182","Types of spread used on bread/crackers: Dairy spread on bread/crackers","ukb-b-7760",0.08910871727535,0.287768285601077,0.756823779031296
"2183","Treatment/medication code: iron product","ukb-b-18395",0.138177199664454,0.448742541655376,0.758142535005395
"2184","Non-cancer illness code, self-reported: colitis/not crohns or ulcerative colitis","ukb-b-3044",-0.178081619043053,0.578561155553889,0.758233870046467
"2185","Heel bone mineral density (BMD) (left)","ukb-b-1096",-0.0129900797547548,0.04225443502345,0.758519720346689
"2186","Type of large bap eaten: white","ukb-b-13896",0.155577259340016,0.506140917094845,0.758554654367702
"2187","Salted peanuts intake","ukb-b-1099",0.0504474251831164,0.164130726943352,0.758568420557501
"2188","Illnesses of mother: None of the above (group 2)","ukb-b-16027",-0.0207310373100953,0.0678548272115104,0.759969797592018
"2189","PCT where patients GP was registered: WAKEFIELD DISTRICT PCT","ukb-b-16527",-0.115701996170371,0.379348263618963,0.760364594802748
"2190","PCT responsible for patient data: OXFORDSHIRE PCT","ukb-b-328",0.0686567671996604,0.225549790312343,0.760825156958037
"2191","Intra-ocular pressure, corneal-compensated (right)","ukb-b-19277",-0.014838439340188,0.0488656511672227,0.761388561339505
"2192","Number of measurements made","ukb-b-3376",0.0196325329032775,0.0648134800193404,0.761959841645785
"2193","Diagnoses - main ICD10: D17.1 Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk","ukb-b-2561",0.11487738223252,0.379510545268329,0.762119421227336
"2194","Treatment/medication code: vitamin b compound tablet","ukb-b-2669",0.0916991681750786,0.303164470260982,0.762291258133774
